/root/Desktop/data/IMG/center_2019_02_11_12_46_39_080.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_080.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_080.jpg,0,0,0,5.032223E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_145.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_145.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_145.jpg,0,0,0,5.630636E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_216.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_216.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_216.jpg,0,0,0,9.926247E-07
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_289.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_289.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_289.jpg,0,0,0,1.188021E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_361.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_361.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_361.jpg,0,0,0,6.295137E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_428.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_428.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_428.jpg,0,0,0,1.97876E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_499.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_499.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_499.jpg,0,0,0,2.381294E-07
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_568.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_568.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_568.jpg,0,0,0,3.503052E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_635.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_635.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_635.jpg,0,0,0,2.705343E-06
/root/Desktop/data/IMG/center_2019_02_11_12_46_39_702.jpg,/root/Desktop/data/IMG/left_2019_02_11_12_46_39_702.jpg,/root/Desktop/data/IMG/right_2019_02_11_12_46_39_702.jpg,0,0,0,1.975491E-06
