/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_217.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_217.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_217.jpg,0,0,0,4.23865
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_287.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_287.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_287.jpg,0,0,0,4.203712
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_358.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_358.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_358.jpg,0,0,0,4.177697
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_429.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_429.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_429.jpg,-0.15,0,0,4.140392
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_497.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_497.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_497.jpg,-0.3,0,0,4.106094
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_565.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_565.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_565.jpg,-0.06605387,0,0,4.072836
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_632.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_632.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_632.jpg,-0.2160539,0,0,4.04603
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_702.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_702.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_702.jpg,-0.155551,0,0,4.01038
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_771.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_771.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_771.jpg,-0.1999756,0,0,3.985332
/root/Desktop/gloria 2/IMG/center_2019_02_14_12_26_04_839.jpg,/root/Desktop/gloria 2/IMG/left_2019_02_14_12_26_04_839.jpg,/root/Desktop/gloria 2/IMG/right_2019_02_14_12_26_04_839.jpg,-0.3557582,0,0,3.953106
